"crop","country","region","climate_scenario","future_mid_point","projected_yield_t_ha","global_delta_t_from_pre_industrial_period","drought_index","annual_precipitation_change_each_study_mm"
"Maize","Brazil","Central and South America","RCP2.6",2030,4.3177,1.587,-0.0149600074009302,-22.6424
"Maize","Brazil","Central and South America","RCP4.5",2030,4.2307,1.572,0.0142361360750788,21.5468000000001
"Maize","Brazil","Central and South America","RCP8.5",2030,3.9484,1.728,-0.0265419486145536,-40.172
"Maize","Canada","North America","RCP2.6",2030,8.6678,1.587,0.0408310149521608,22.6423999999999
"Maize","Canada","North America","RCP4.5",2030,8.717,1.572,0.0428067092240398,23.738
"Maize","Canada","North America","RCP8.5",2030,8.6888,1.728,0.106687490681453,59.1624
"Maize","China","Asia","RCP2.6",2030,7.1492,1.587,0.0879471719081087,34.3288
"Maize","China","Asia","RCP4.5",2030,7.2014,1.572,0.118822242897126,46.3804
"Maize","China","Asia","RCP8.5",2030,7.0032,1.728,0.0486516270129963,18.9904
"Maize","Croatia","Europe","RCP2.6",2030,6.4463,1.587,-0.0506982976732407,-73.7704
"Maize","Croatia","Europe","RCP4.5",2030,6.4281,1.572,-0.065004252957274,-94.5868
"Maize","Croatia","Europe","RCP8.5",2030,6.6437,1.728,-0.0514512426881899,-74.866
"Maize","Egypt","Africa","RCP2.6",2030,0.6203,1.587,-0.62103030214988,-1.0956
"Maize","Egypt","Africa","RCP4.5",2030,0.5737,1.572,4.02764302555218e-16,7.105427357601e-16
"Maize","Egypt","Africa","RCP8.5",2030,0.5329,1.728,-1.86309090644964,-3.2868
"Maize","Ethiopia","Africa","RCP2.6",2030,5.2613,1.587,0.0465280525405712,29.9464
"Maize","Ethiopia","Africa","RCP4.5",2030,4.7027,1.572,-0.0533370358391914,-34.3288
"Maize","Ethiopia","Africa","RCP8.5",2030,4.0268,1.728,0.0561741122136165,36.1548
"Maize","France","Europe","RCP2.6",2030,8.7662,1.587,-0.031849862007465,-31.4072
"Maize","France","Europe","RCP4.5",2030,8.7737,1.572,-0.045182362382683,-44.5544
"Maize","France","Europe","RCP8.5",2030,8.5266,1.728,-0.0107400697467033,-10.5908
"Maize","Germany","Europe","RCP2.6",2030,6.7839,1.587,-0.0165375324167964,-13.8776000000001
"Maize","Germany","Europe","RCP4.5",2030,6.8962,1.572,-0.00478718043644099,-4.01719999999998
"Maize","Germany","Europe","RCP8.5",2030,6.9311,1.728,0.0343806594980764,28.8508
"Maize","Greece","Europe","RCP2.6",2030,7.135,1.587,-0.0520961540941472,-38.346
"Maize","Greece","Europe","RCP4.5",2030,7.2243,1.572,-0.0565615387307884,-41.6328
"Maize","Greece","Europe","RCP8.5",2030,6.7257,1.728,-0.0466384617604746,-34.3288
"Maize","Hungary","Europe","RCP2.6",2030,6.2563,1.587,-0.0681076349559356,-41.6328
"Maize","Hungary","Europe","RCP4.5",2030,6.3673,1.572,-0.0836409552090437,-51.128
"Maize","Hungary","Europe","RCP8.5",2030,6.3271,1.728,-0.0322615112949168,-19.7208
"Maize","India","Asia","RCP2.6",2030,1.0648,1.587,0.0622637970157111,68.2924
"Maize","India","Asia","RCP4.5",2030,0.9917,1.572,-0.00699219110871618,-7.66919999999996
"Maize","India","Asia","RCP8.5",2030,0.9121,1.728,0.032630225174009,35.7896
"Maize","Indonesia","Asia","RCP2.6",2030,2.3478,1.587,-0.0214906158152218,-83.6308
"Maize","Indonesia","Asia","RCP4.5",2030,2.2532,1.572,0.0076014841966505,29.5812
"Maize","Indonesia","Asia","RCP8.5",2030,2.0401,1.728,0.0115429945208396,44.9195999999999
"Maize","Iran","Asia","RCP2.6",2030,1.4446,1.587,0.207609246604271,18.26
"Maize","Iran","Asia","RCP4.5",2030,1.3764,1.572,0.0996524383700503,8.76480000000003
"Maize","Iran","Asia","RCP8.5",2030,1.2349,1.728,-0.182696137011758,-16.0688
"Maize","Italy","Europe","RCP2.6",2030,9.2131,1.587,-0.0848166411275039,-83.2656
"Maize","Italy","Europe","RCP4.5",2030,9.2605,1.572,-0.097464736734237,-95.6824
"Maize","Italy","Europe","RCP8.5",2030,8.8918,1.728,-0.0498483768030067,-48.9368
"Maize","Kenya","Africa","RCP2.6",2030,4.6844,1.587,0.0348651241814901,45.2848
"Maize","Kenya","Africa","RCP4.5",2030,4.2614,1.572,0.00506106641344213,6.57360000000001
"Maize","Kenya","Africa","RCP8.5",2030,4.0433,1.728,0.0368333166756065,47.8412
"Maize","Korea_Dem_People's_Rep","Asia","RCP2.6",2030,5.0509,1.587,0.0945508100947283,77.4224000000001
"Maize","Korea_Dem_People's_Rep","Asia","RCP4.5",2030,5.0182,1.572,0.0972267764181639,79.6136
"Maize","Korea_Dem_People's_Rep","Asia","RCP8.5",2030,5.0366,1.728,0.033003584655707,27.0248
"Maize","Malawi","Africa","RCP2.6",2030,3.0383,1.587,-0.0341045168021239,-36.8852
"Maize","Malawi","Africa","RCP4.5",2030,2.6997,1.572,-0.0357928592180706,-38.7112
"Maize","Malawi","Africa","RCP8.5",2030,2.3759,1.728,-0.00607803269740817,-6.57359999999994
"Maize","Mexico","Central and South America","RCP2.6",2030,6.5244,1.587,0.0165300970746698,6.57359999999999
"Maize","Mexico","Central and South America","RCP4.5",2030,6.3598,1.572,-0.105608953532613,-41.998
"Maize","Mexico","Central and South America","RCP8.5",2030,6.1995,1.728,0.0330601941493399,13.1472000000001
"Maize","Nepal","Asia","RCP2.6",2030,0.8907,1.587,0.0344363761113223,91.2999999999999
"Maize","Nepal","Asia","RCP4.5",2030,0.8197,1.572,-0.00564756568225686,-14.9732
"Maize","Nepal","Asia","RCP8.5",2030,0.7441,1.728,0.0443540524313832,117.5944
"Maize","Nigeria","Africa","RCP2.6",2030,0.497,1.587,-0.0187329383172866,-24.8336
"Maize","Nigeria","Africa","RCP4.5",2030,0.5237,1.572,0.0424245956009138,56.2408
"Maize","Nigeria","Africa","RCP8.5",2030,0.4196,1.728,0.03829232979563,50.7628
"Maize","Pakistan","Asia","RCP2.6",2030,0.836,1.587,0.0678828163109031,19.3556
"Maize","Pakistan","Asia","RCP4.5",2030,0.8222,1.572,0.0461090827772172,13.1472
"Maize","Pakistan","Asia","RCP8.5",2030,0.8224,1.728,-0.0294585806632221,-8.39959999999999
"Maize","Paraguay","Central and South America","RCP2.6",2030,2.5905,1.587,-0.0179464630376302,-21.1815999999999
"Maize","Paraguay","Central and South America","RCP4.5",2030,2.4071,1.572,0.0655974166203037,77.4224
"Maize","Paraguay","Central and South America","RCP8.5",2030,1.94,1.728,-0.0532205455598691,-62.8144000000001
"Maize","Philippines","Asia","RCP2.6",2030,2.4727,1.587,0.0619615753069657,149.732
"Maize","Philippines","Asia","RCP4.5",2030,2.4169,1.572,0.0841770669414143,203.4164
"Maize","Philippines","Asia","RCP8.5",2030,2.2068,1.728,0.0451866122360555,109.1948
"Maize","Poland","Europe","RCP2.6",2030,6.1962,1.587,-6.44592740117752e-17,-4.54747350886464e-14
"Maize","Poland","Europe","RCP4.5",2030,6.4481,1.572,-0.00310596996198587,-2.19119999999998
"Maize","Poland","Europe","RCP8.5",2030,6.5829,1.728,0.0543544743347532,38.346
"Maize","Romania","Europe","RCP2.6",2030,6.8798,1.587,-0.0193581890227584,-18.9904
"Maize","Romania","Europe","RCP4.5",2030,6.9608,1.572,-0.0156354603645357,-15.3384
"Maize","Romania","Europe","RCP8.5",2030,6.6808,1.728,-0.00409500152404505,-4.0172
"Maize","Russia","Europe","RCP2.6",2030,5.0713,1.587,0.0399888202718027,16.0688
"Maize","Russia","Europe","RCP4.5",2030,4.9046,1.572,0.0254474310820562,10.2256
"Maize","Russia","Europe","RCP8.5",2030,4.8936,1.728,0.0508948621641125,20.4512
"Maize","South Africa","Africa","RCP2.6",2030,8.5944,1.587,-0.143180586541256,-41.6328
"Maize","South Africa","Africa","RCP4.5",2030,8.2116,1.572,-0.0163276107459328,-4.74760000000001
"Maize","South Africa","Africa","RCP8.5",2030,7.8888,1.728,-0.087917904016561,-25.564
"Maize","Spain","Europe","RCP2.6",2030,7.6558,1.587,-0.12052482495948,-50.7628
"Maize","Spain","Europe","RCP4.5",2030,7.5749,1.572,-0.108385633956367,-45.65
"Maize","Spain","Europe","RCP8.5",2030,7.1359,1.728,-0.107518548884716,-45.2848
"Maize","Tanzania","Africa","RCP2.6",2030,1.8943,1.587,0.0391160739255024,24.1032
"Maize","Tanzania","Africa","RCP4.5",2030,1.629,1.572,0.0266700504037516,16.434
"Maize","Tanzania","Africa","RCP8.5",2030,1.4776,1.728,0.114384882842757,70.4836
"Maize","Thailand","Asia","RCP2.6",2030,0.4883,1.587,0.029406009685851,36.8852
"Maize","Thailand","Asia","RCP4.5",2030,0.502,1.572,0.0564828304856939,70.8487999999999
"Maize","Thailand","Asia","RCP8.5",2030,0.3604,1.728,0.009316755544032,11.6864
"Maize","Turkey","Europe","RCP2.6",2030,3.3775,1.587,-0.0372762393515559,-13.8776
"Maize","Turkey","Europe","RCP4.5",2030,3.352,1.572,0,0
"Maize","Turkey","Europe","RCP8.5",2030,3.2789,1.728,-0.0313905173486786,-11.6864
"Maize","Uganda","Africa","RCP2.6",2030,5.6215,1.587,0.0308498587345993,35.7896
"Maize","Uganda","Africa","RCP4.5",2030,5.0604,1.572,-0.0459599936250152,-53.3191999999999
"Maize","Uganda","Africa","RCP8.5",2030,5.0033,1.728,0.0125917790753468,14.6080000000001
"Maize","Ukraine","Europe","RCP2.6",2030,6.7108,1.587,-0.0106285707046347,-6.20839999999996
"Maize","Ukraine","Europe","RCP4.5",2030,6.9141,1.572,0.0231327715336168,13.5124
"Maize","Ukraine","Europe","RCP8.5",2030,6.5491,1.728,0.0162554610776767,9.49520000000002
"Maize","United States","North America","RCP2.6",2030,8.4159,1.587,-1.88852319436761e-17,-2.27373675443232e-14
"Maize","United States","North America","RCP4.5",2030,8.5766,1.572,0.00485325256224922,5.84320000000002
"Maize","United States","North America","RCP8.5",2030,8.1943,1.728,0.0185030253935751,22.2772
"Maize","Venezuela","Central and South America","RCP2.6",2030,3.4441,1.587,-0.0152689646055503,-40.172
"Maize","Venezuela","Central and South America","RCP4.5",2030,3.6856,1.572,-0.00805090861019921,-21.1815999999999
"Maize","Venezuela","Central and South America","RCP8.5",2030,3.1621,1.728,0.000416426307424087,1.09559999999997
"Maize","Vietnam","Asia","RCP2.6",2030,2.0105,1.587,0.018251739595373,35.0591999999998
"Maize","Vietnam","Asia","RCP4.5",2030,1.983,1.572,0.026046753380897,50.0323999999998
"Maize","Vietnam","Asia","RCP8.5",2030,1.7729,1.728,0.0131184378341744,25.1988
"Maize","Argentina","Central and South America","RCP2.6",2050,4.2986,1.791,-0.0854098387991205,-43.0936
"Maize","Argentina","Central and South America","RCP4.5",2050,3.894,2.094,-0.0354667974674316,-17.8948000000001
"Maize","Argentina","Central and South America","RCP8.5",2050,3.0689,2.593,-0.0600764120366695,-30.3116
"Maize","Austria","Europe","RCP2.6",2050,6.3582,1.791,-0.0451364530779143,-65.736
"Maize","Austria","Europe","RCP4.5",2050,6.2227,2.094,-0.0544145017661522,-79.2484
"Maize","Austria","Europe","RCP8.5",2050,5.9838,2.593,-0.0318462752271951,-46.3804
"Maize","Brazil","Central and South America","RCP2.6",2050,4.5826,1.791,-0.00916903679411858,-13.8776000000001
"Maize","Brazil","Central and South America","RCP4.5",2050,3.9558,2.094,0.020268397123841,30.6768000000001
"Maize","Brazil","Central and South America","RCP8.5",2050,2.9521,2.593,-0.0241290441950487,-36.52
"Maize","Canada","North America","RCP2.6",2050,8.867,1.791,0.0895648069918369,49.6671999999999
"Maize","Canada","North America","RCP4.5",2050,8.5773,2.094,0.0500509215542619,27.7552
"Maize","Canada","North America","RCP8.5",2050,8.1595,2.593,0.0875891127199585,48.5716000000001
"Maize","China","Asia","RCP2.6",2050,7.034,1.791,0.163731437062968,63.91
"Maize","China","Asia","RCP4.5",2050,6.6776,2.094,0.178701168451583,69.7532
"Maize","China","Asia","RCP8.5",2050,6.0081,2.593,0.179636776663371,70.1184
"Maize","Croatia","Europe","RCP2.6",2050,6.3858,1.791,-0.0268550388665186,-39.0764
"Maize","Croatia","Europe","RCP4.5",2050,5.9233,2.094,-0.0655062163005734,-95.3172
"Maize","Croatia","Europe","RCP8.5",2050,5.3723,2.593,-0.0512002610165402,-74.5008000000001
"Maize","Egypt","Africa","RCP2.6",2050,0.384,1.791,1.03505050358313,1.826
"Maize","Egypt","Africa","RCP4.5",2050,0.2128,2.094,-1.24206060429976,-2.1912
"Maize","Egypt","Africa","RCP8.5",2050,0.0847,2.593,-1.03505050358313,-1.826
"Maize","Ethiopia","Africa","RCP2.6",2050,6.8705,1.791,0.0641179260620066,41.2675999999999
"Maize","Ethiopia","Africa","RCP4.5",2050,5.8689,2.094,0.0442583914410313,28.4856000000001
"Maize","Ethiopia","Africa","RCP8.5",2050,4.0038,2.593,0.038584238692181,24.8336
"Maize","France","Europe","RCP2.6",2050,8.9366,1.791,-0.00481451402438422,-4.74759999999997
"Maize","France","Europe","RCP4.5",2050,8.5023,2.094,-0.0485154874764875,-47.8412
"Maize","France","Europe","RCP8.5",2050,7.2693,2.593,-0.0374050704971391,-36.8851999999999
"Maize","Germany","Europe","RCP2.6",2050,7.112,1.791,0.00261118932896778,2.19119999999996
"Maize","Germany","Europe","RCP4.5",2050,6.872,2.094,-0.00913916265138748,-7.66920000000007
"Maize","Germany","Europe","RCP8.5",2050,6.5874,2.593,0.0274174879541622,23.0076
"Maize","Greece","Europe","RCP2.6",2050,6.3682,1.791,-0.0461423079119589,-33.9636
"Maize","Greece","Europe","RCP4.5",2050,5.9954,2.094,-0.0699576926407119,-51.4932
"Maize","Greece","Europe","RCP8.5",2050,4.2746,2.593,-0.0545769233367256,-40.172
"Maize","Hungary","Europe","RCP2.6",2050,6.7213,1.791,-0.0238974157740125,-14.608
"Maize","Hungary","Europe","RCP4.5",2050,6.1368,2.094,-0.0597435394350312,-36.52
"Maize","Hungary","Europe","RCP8.5",2050,5.5257,2.593,-0.0567563624632796,-34.694
"Maize","India","Asia","RCP2.6",2050,1.3525,1.791,0.0932292147828829,102.256
"Maize","India","Asia","RCP4.5",2050,1.1286,2.094,0.0146503051801673,16.0688
"Maize","India","Asia","RCP8.5",2050,0.9092,2.593,0.0412872236895623,45.2847999999999
"Maize","Indonesia","Asia","RCP2.6",2050,2.3648,1.791,-0.00403535580809844,-15.7036000000001
"Maize","Indonesia","Asia","RCP4.5",2050,2.158,2.094,0.0135137496829342,52.5888
"Maize","Indonesia","Asia","RCP8.5",2050,1.5339,2.593,0.0242121348485904,94.2215999999999
"Maize","Iran","Asia","RCP2.6",2050,1.3773,1.791,0.128717732894648,11.3212
"Maize","Iran","Asia","RCP4.5",2050,1.0197,2.094,0.0664349589133666,5.8432
"Maize","Iran","Asia","RCP8.5",2050,0.6816,2.593,-0.016608739728342,-1.46080000000003
"Maize","Italy","Europe","RCP2.6",2050,9.9392,1.791,-0.0699365286489945,-68.6576
"Maize","Italy","Europe","RCP4.5",2050,9.0829,2.094,-0.0859326495633921,-84.3612
"Maize","Italy","Europe","RCP8.5",2050,7.3756,2.593,-0.0531964021106713,-52.2236
"Maize","Kenya","Africa","RCP2.6",2050,4.896,1.791,0.0101221328268842,13.1472
"Maize","Kenya","Africa","RCP4.5",2050,4.6531,2.094,0.0362709759630018,47.1108
"Maize","Kenya","Africa","RCP8.5",2050,3.8245,2.593,0.0182760731596521,23.738
"Maize","Korea_Dem_People's_Rep","Asia","RCP2.6",2050,5.4148,1.791,0.140488231980374,115.038
"Maize","Korea_Dem_People's_Rep","Asia","RCP4.5",2050,5.5053,2.094,0.100348737128839,82.1700000000002
"Maize","Korea_Dem_People's_Rep","Asia","RCP8.5",2050,5.1546,2.593,0.114620557520496,93.8564
"Maize","Malawi","Africa","RCP2.6",2050,4.5184,1.791,-0.0425462288818575,-46.0151999999999
"Maize","Malawi","Africa","RCP4.5",2050,3.6268,2.094,-0.0746247347848454,-80.7092
"Maize","Malawi","Africa","RCP8.5",2050,2.65,2.593,0.0108053914620592,11.6864000000001
"Maize","Mexico","Central and South America","RCP2.6",2050,6.6806,1.791,-0.0146934196219289,-5.84320000000009
"Maize","Mexico","Central and South America","RCP4.5",2050,6.1262,2.094,-0.0440802588657861,-17.5296
"Maize","Mexico","Central and South America","RCP8.5",2050,5.816,2.593,0.0486719524976391,19.3556000000001
"Maize","Nepal","Asia","RCP2.6",2050,1.1344,1.791,0.0303040109779636,80.3439999999998
"Maize","Nepal","Asia","RCP4.5",2050,1.041,2.094,0.0290643014379561,77.0572
"Maize","Nepal","Asia","RCP8.5",2050,0.6931,2.593,0.0573021298492404,151.9232
"Maize","Nigeria","Africa","RCP2.6",2050,0.5544,1.791,-0.00220387509615136,-2.92159999999999
"Maize","Nigeria","Africa","RCP4.5",2050,0.4475,2.094,0.0512400959855192,67.9271999999999
"Maize","Nigeria","Africa","RCP8.5",2050,0.2257,2.593,0.0225897197355515,29.9464
"Maize","Pakistan","Asia","RCP2.6",2050,0.8801,1.791,0.0806908948601301,23.0076
"Maize","Pakistan","Asia","RCP4.5",2050,0.6101,2.094,0.085814126279821,24.4684
"Maize","Pakistan","Asia","RCP8.5",2050,0.4856,2.593,0.0717252398756712,20.4512
"Maize","Paraguay","Central and South America","RCP2.6",2050,3.2306,1.791,0.0126862928369455,14.9732
"Maize","Paraguay","Central and South America","RCP4.5",2050,2.259,2.094,0.0993243902599881,117.2292
"Maize","Paraguay","Central and South America","RCP8.5",2050,1.2664,2.593,-0.087875784529086,-103.7168
"Maize","Philippines","Asia","RCP2.6",2050,2.8576,1.791,0.0560676693631324,135.4892
"Maize","Philippines","Asia","RCP4.5",2050,2.5441,2.094,0.0522895245273418,126.3592
"Maize","Philippines","Asia","RCP8.5",2050,1.9508,2.593,0.100347526838598,242.4928
"Maize","Poland","Europe","RCP2.6",2050,6.6824,1.791,0.0176004964512534,12.4168
"Maize","Poland","Europe","RCP4.5",2050,6.3325,2.094,0.00517661660330983,3.652
"Maize","Poland","Europe","RCP8.5",2050,6.0742,2.593,0.0543544743347532,38.346
"Maize","Romania","Europe","RCP2.6",2050,6.7704,1.791,-0.00707318445062324,-6.93879999999997
"Maize","Romania","Europe","RCP4.5",2050,6.3051,2.094,-0.020102734754403,-19.7208
"Maize","Romania","Europe","RCP8.5",2050,5.5252,2.593,-0.0208472804860476,-20.4512000000001
"Maize","Russia","Europe","RCP2.6",2050,5.0156,1.791,0.0672539250025772,27.0248
"Maize","Russia","Europe","RCP4.5",2050,4.8557,2.094,0.0545302094615491,21.912
"Maize","Russia","Europe","RCP8.5",2050,4.6712,2.593,0.0827041510166828,33.2332
"Maize","South Africa","Africa","RCP2.6",2050,8.8049,1.791,-0.0916858141886993,-26.6596
"Maize","South Africa","Africa","RCP4.5",2050,8.4643,2.094,-0.020095520918071,-5.84319999999998
"Maize","South Africa","Africa","RCP8.5",2050,7.4851,2.593,-0.130620885967462,-37.9808
"Maize","Spain","Europe","RCP2.6",2050,7.442,1.791,-0.104917293669764,-44.1892
"Maize","Spain","Europe","RCP4.5",2050,6.6903,2.094,-0.130062760747641,-54.78
"Maize","Spain","Europe","RCP8.5",2050,5.2568,2.593,-0.135265271177546,-56.9712
"Maize","Tanzania","Africa","RCP2.6",2050,2.3957,1.791,0.0426720806460026,26.2944
"Maize","Tanzania","Africa","RCP4.5",2050,1.8737,2.094,-0.00237067114700006,-1.46079999999995
"Maize","Tanzania","Africa","RCP8.5",2050,1.4485,2.593,0.0539327685942533,33.2332
"Maize","Thailand","Asia","RCP2.6",2050,0.4785,1.791,0.0101902013762851,12.7820000000001
"Maize","Thailand","Asia","RCP4.5",2050,0.3882,2.094,0.029988306907353,37.6156
"Maize","Thailand","Asia","RCP8.5",2050,0.2061,2.593,0.086471137393047,108.4644
"Maize","Turkey","Europe","RCP2.6",2050,2.9241,1.791,-0.00980953667146208,-3.652
"Maize","Turkey","Europe","RCP4.5",2050,3.114,2.094,-0.0186381196757779,-6.93879999999999
"Maize","Turkey","Europe","RCP8.5",2050,2.6052,2.593,-0.0647429420316497,-24.1032
"Maize","Uganda","Africa","RCP2.6",2050,5.2846,1.791,0.0135361625059977,15.7036
"Maize","Uganda","Africa","RCP4.5",2050,5.1117,2.094,-0.0229799968125077,-26.6596
"Maize","Uganda","Africa","RCP8.5",2050,4.3583,2.593,0.0166841072748343,19.3556
"Maize","Ukraine","Europe","RCP2.6",2050,6.2971,1.791,0.0168806711191257,9.86039999999998
"Maize","Ukraine","Europe","RCP4.5",2050,6.1978,2.094,0.0075025204973892,4.38239999999998
"Maize","Ukraine","Europe","RCP8.5",2050,5.7451,2.593,0.00125042008289826,0.730400000000031
"Maize","United States","North America","RCP2.6",2050,8.6563,1.791,0.0133464445461853,16.0688
"Maize","United States","North America","RCP4.5",2050,7.4813,2.094,0.0009099848554217,1.09559999999997
"Maize","United States","North America","RCP8.5",2050,6.3113,2.593,0.00212329799598401,2.55639999999998
"Maize","Venezuela","Central and South America","RCP2.6",2050,3.3311,1.791,-0.0137420681449953,-36.1548000000001
"Maize","Venezuela","Central and South America","RCP4.5",2050,2.781,2.094,0.012492789222723,32.8680000000001
"Maize","Venezuela","Central and South America","RCP8.5",2050,2.1243,2.593,-0.00610758584222012,-16.0688
"Maize","Vietnam","Asia","RCP2.6",2050,2.3615,1.791,0.0330812780166138,63.5447999999999
"Maize","Vietnam","Asia","RCP4.5",2050,1.7508,2.094,0.0287084654052222,55.1451999999998
"Maize","Vietnam","Asia","RCP8.5",2050,1.2892,2.593,0.0465799604256918,89.4739999999999
"Maize","Argentina","Central and South America","RCP2.6",2050,4.4691,1.791,-0.0854098387991205,-43.0936
"Maize","Argentina","Central and South America","RCP4.5",2050,4.1166,2.094,-0.0354667974674316,-17.8948000000001
"Maize","Argentina","Central and South America","RCP8.5",2050,3.3255,2.593,-0.0600764120366695,-30.3116
"Maize","Austria","Europe","RCP2.6",2050,6.5763,1.791,-0.0451364530779143,-65.736
"Maize","Austria","Europe","RCP4.5",2050,6.5922,2.094,-0.0544145017661522,-79.2484
"Maize","Austria","Europe","RCP8.5",2050,6.4836,2.593,-0.0318462752271951,-46.3804
